,site_name,address,city,long,lat,county,phone,website,status
440,CVS Pharmacy 9342,16995 Walnut Grove Dr,Morgan Hill,-121.63778,37.129234000000004,Santa Clara,(408) 779-6981,https://www.cvs.com/store-locator/cvs-pharmacy-address/16995+Walnut+Grove+Drive-Morgan+Hill-CA-95037/storeid=9342?WT.mc_id=LS_GOOGLE_FS_9342,OPERATIONAL
441,Target Store T-1427,1600 Saratoga Ave,San Jose,-121.99089,37.292598999999996,Santa Clara,(408) 871-7984,https://www.target.com/sl/san-jose-westgate/1427,OPERATIONAL
442,Safeway 2934,100 S 2nd St,San Jose,-121.88805,37.334831,Santa Clara,(408) 292-4010,http://local.safeway.com/ca/san-jose-2934.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,CLOSED_PERMANENTLY
443,CVS Pharmacy 9834,12940 Saratoga Sunnyvale Rd,Saratoga,-122.03225,37.280663,Santa Clara,(408) 867-6822,https://www.cvs.com/store-locator/cvs-pharmacy-address/12940+Saratoga+Sunnyvale+Road-Saratoga-CA-95070/storeid=9834?WT.mc_id=LS_GOOGLE_FS_9834,OPERATIONAL
444,7 Eleven 14247D,262 W Sunnyoaks Ave,Campbell,-121.95485,37.272182,Santa Clara,(408) 376-0773,https://www.7-eleven.com/locations/ca/campbell/262-w.-sunnyoaks-ave-14247?yext=14247,OPERATIONAL
445,7-Eleven 33660A,1380 Pear Ave,Mountain View,-122.07726000000001,37.415554,Santa Clara,(650) 964-7259,https://www.7-eleven.com/locations/ca/mountain-view/1380-pear-avenue-33660?yext=33660,OPERATIONAL
446,CVS Pharmacy 9982,750 Blossom Hill Rd,Los Gatos,-121.96141999999999,37.235374,Santa Clara,(408) 356-3464,https://www.cvs.com/store-locator/cvs-pharmacy-address/750+Blossom+Hill+Road-Los+Gatos-CA-95032/storeid=9982?WT.mc_id=LS_GOOGLE_FS_9982,OPERATIONAL
447,CVS Pharmacy 9894,10455 S de Anza Blvd,Cupertino,-122.03245,37.316425,Santa Clara,(408) 996-1911,https://www.cvs.com/store-locator/cvs-pharmacy-address/10455+South+De+Anza+Boulevard-Cupertino-CA-95014/storeid=9894?WT.mc_id=LS_GOOGLE_FS_9894,OPERATIONAL
448,99 Cents Only Stores 270,1915 W San Carlos St,San Jose,-121.92929,37.323448,Santa Clara,(408) 971-1501,http://99only.com/store/San-JoseW.-San-Carlos/,OPERATIONAL
449,Mi Rancho Market,494 Auzerais Ave,San Jose,-121.89703,37.324515999999996,Santa Clara,(408) 295-1786,http://miranchosupermarket.com/,OPERATIONAL
450,Sungarden Chevron 5862,1418 Monterey Hwy,San Jose,-121.87345,37.316078000000005,Santa Clara,(408) 292-6250,http://www.chevronwithtechron.com/findastation.aspx,OPERATIONAL
451,"H Mart San Jose, Llc",1710 Oakland Rd,San Jose,-121.8959,37.383057,Santa Clara,(408) 599-5440,http://www.hmart.com/,OPERATIONAL
452,Oakmont Produce Market #2,810 W Hamilton Ave,Campbell,-121.96359,37.294140000000006,Santa Clara,(408) 866-6555,http://www.oakmontproduce.com/,OPERATIONAL
453,Walgreens 06585,1570 W Campbell Ave,Campbell,-121.97774,37.286003,Santa Clara,(408) 374-3038,https://www.walgreens.com/locator/walgreens-1570+w+campbell+ave-campbell-ca-95008/id=6585,OPERATIONAL
454,Walgreens 07079,1615 Meridian Ave,San Jose,-121.91358000000001,37.29385,Santa Clara,(408) 978-5393,https://www.walgreens.com/locator/walgreens-1615+meridian+ave-san+jose-ca-95125/id=7079,OPERATIONAL
455,Walgreens 03380,1306 S Mary Ave,Sunnyvale,-122.05051,37.351379,Santa Clara,(408) 732-2729,https://www.walgreens.com/locator/walgreens-1306+s+mary+ave-sunnyvale-ca-94087/id=3380,OPERATIONAL
456,Walgreens 04416,20011 Bollinger Rd,Cupertino,-122.0234,37.309959,Santa Clara,(408) 973-8402,https://www.walgreens.com/locator/walgreens-20011+bollinger+rd-cupertino-ca-95014/id=4416,OPERATIONAL
457,CVS Pharmacy 9901,1125 Branham Ln,San Jose,-121.87841999999999,37.262535,Santa Clara,(408) 267-0911,https://www.cvs.com/store-locator/cvs-pharmacy-address/1125+Branham+Lane-San+Jose-CA-95118/storeid=9901?WT.mc_id=LS_GOOGLE_FS_9901,OPERATIONAL
458,CVS Pharmacy 9984,2701 Middlefield Rd,Palo Alto,-122.12926000000002,37.433414,Santa Clara,(650) 330-0132,https://www.cvs.com/store-locator/cvs-pharmacy-address/2701+Middlefield+Road-Palo+Alto-CA-94306/storeid=9984?WT.mc_id=LS_GOOGLE_FS_9984,OPERATIONAL
459,Target Store T-1851,6705 Camino Arroyo,Gilroy,-121.54903999999999,36.999794,Santa Clara,(408) 848-6466,https://www.target.com/sl/gilroy/1851,OPERATIONAL
460,CVS Pharmacy 9262,222 Saratoga Ave,Santa Clara,-121.96571000000002,37.328396000000005,Santa Clara,(408) 247-7250,https://www.cvs.com/store-locator/cvs-pharmacy-address/222+Saratoga+Avenue-Santa+Clara-CA-95050/storeid=9262?WT.mc_id=LS_GOOGLE_FS_9262,OPERATIONAL
461,Target Store T-1984,1750 Story Rd,San Jose,-121.84145,37.340927,Santa Clara,(408) 273-0054,https://www.target.com/sl/san-jose-story-road/1984,OPERATIONAL
462,Target Store T-2584,298 W McKinley Ave,Sunnyvale,-122.03208000000001,37.374439,Santa Clara,(408) 702-1012,https://www.target.com/sl/sunnyvale/2584,OPERATIONAL
463,Walgreens 06869,2605 Middlefield Rd,Palo Alto,-122.13066,37.434296,Santa Clara,(650) 566-9723,https://www.walgreens.com/locator/walgreens-2605+middlefield+rd-palo+alto-ca-94306/id=6869,OPERATIONAL
464,Primetime Nutrition 517,2001 Story Rd,San Jose,-121.83762,37.343754,Santa Clara,(408) 254-2540,http://nfiptn.com/,OPERATIONAL
465,Stop N Save 124,12304 Saratoga Sunnyvale Rd,Saratoga,-122.03228999999999,37.289219,Santa Clara,(408) 996-2203,No website listed,OPERATIONAL
466,Walgreens 07088,303 2nd St,Los Altos,-122.11583999999999,37.377357,Santa Clara,(650) 949-3378,https://www.walgreens.com/locator/walgreens-303+2nd+st-los+altos-ca-94022/id=7088,OPERATIONAL
467,COLLEGE MARKET,502 S 6th St,San Jose,-121.87946000000001,37.330978,Santa Clara,(408) 293-4156,http://www.sjliquor.com/index.html,OPERATIONAL
468,CVS Pharmacy 9395,525 W Capitol Expy,San Jose,-121.85236,37.274677000000004,Santa Clara,(408) 448-9224,https://www.cvs.com/store-locator/cvs-pharmacy-address/525+West+Capitol+Expy-San+Jose-CA-95136/storeid=9395?WT.mc_id=LS_GOOGLE_FS_9395,OPERATIONAL
469,CVS Pharmacy 3061,3475 McKee Rd,San Jose,-121.82713000000001,37.380897999999995,Santa Clara,(408) 272-9156,https://www.cvs.com/store-locator/cvs-pharmacy-address/3475+Mckee+Road-San+Jose-CA-95127/storeid=3061?WT.mc_id=LS_GOOGLE_FS_3061,OPERATIONAL
470,7-Eleven 14259B,1674 Foxworthy Ave,San Jose,-121.90743,37.270264000000005,Santa Clara,(408) 265-5231,https://www.7-eleven.com/locations/ca/san-jose/1674-foxworthy-ave-14259?yext=14259,OPERATIONAL
471,Walgreens 07326,423 N Santa Cruz Ave,Los Gatos,-121.98055,37.229946000000005,Santa Clara,(408) 354-8029,https://www.walgreens.com/locator/walgreens-423+n+santa+cruz+ave-los+gatos-ca-95030/id=7326,OPERATIONAL
472,Walgreens 04516,745 E Dunne Ave,Morgan Hill,-121.63887,37.129566,Santa Clara,(408) 782-9591,https://www.walgreens.com/locator/walgreens-745+e+dunne+ave-morgan+hill-ca-95037/id=4516,OPERATIONAL
473,CVS Pharmacy 9915,352 University Ave,Palo Alto,-122.16082,37.446667,Santa Clara,(650) 324-3248,https://www.cvs.com/store-locator/cvs-pharmacy-address/352+University+Avenue-Palo+Alto-CA-94301/storeid=9915?WT.mc_id=LS_GOOGLE_FS_9915,OPERATIONAL
474,CVS Pharmacy 9945,825 1st St,Gilroy,-121.58766000000001,37.013577000000005,Santa Clara,(408) 842-0373,https://www.cvs.com/store-locator/cvs-pharmacy-address/800+First+Street-Gilroy-CA-95020/storeid=9945?WT.mc_id=LS_GOOGLE_RX_9945,OPERATIONAL
475,CVS Pharmacy 9812,2514 Berryessa Rd,San Jose,-121.85956000000002,37.38728,Santa Clara,(408) 272-1431,https://www.cvs.com/store-locator/cvs-pharmacy-address/2514+Berryessa+Road-San+Jose-CA-95132/storeid=9812?WT.mc_id=LS_GOOGLE_FS_9812,OPERATIONAL
476,Walgreens 09782,780 E El Camino Real,Sunnyvale,-122.01923000000001,37.356831,Santa Clara,(408) 738-9430,https://www.walgreens.com/locator/walgreens-780+e+el+camino+real-sunnyvale-ca-94087/id=9782,OPERATIONAL
477,Lion Liquor,2415 Alvin Ave,San Jose,-121.82798999999999,37.319481,Santa Clara,(408) 238-4680,No website listed,OPERATIONAL
478,Dollar Tree 7395,3251 S White Rd,San Jose,-121.79287,37.315907,Santa Clara,(408) 826-3250,https://www.dollartree.com/locations/ca/san-jose/7395/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
479,24 market,2010 Story Rd,San Jose,-121.83717,37.343807,Santa Clara,(408) 649-6339,No website listed,OPERATIONAL
480,Chavez Supermarket 7,2670 Monterey Hwy,San Jose,-121.8526,37.295101,Santa Clara,(408) 294-8399,http://www.chavezsuper.com/,OPERATIONAL
481,Target Store T-0322,555 Showers Dr,Mountain View,-122.1075,37.401653,Santa Clara,(650) 965-7764,https://www.target.com/sl/mountain-view/322,OPERATIONAL
482,Target Store T-0626,2155 Morrill Ave,San Jose,-121.87468,37.414757,Santa Clara,(408) 946-6791,https://www.target.com/sl/san-jose-landess/626,OPERATIONAL
483,Fw Liquor And Grocery,3127 Williamsburg Dr,San Jose,-121.95101000000001,37.29781,Santa Clara,(408) 866-2529,https://www.doordash.com/store/fw-liquor-and-grocery-san-jose-333446/434636/?utm_campaign=gpa,OPERATIONAL
484,Park & Hester Market,1451 Park Ave,San Jose,-121.91921,37.329906,Santa Clara,(408) 297-5083,No website listed,OPERATIONAL
485,Walgreens 09516,770 1st St,Gilroy,-121.58497,37.013443,Santa Clara,(408) 847-0983,https://www.walgreens.com/locator/walgreens-770+1st+st-gilroy-ca-95020/id=9516,OPERATIONAL
486,HALAL MEATS,1538 S de Anza Blvd,San Jose,-122.0321,37.296165,Santa Clara,(408) 865-1222,https://halal-meats.business.site/?m=true,OPERATIONAL
487,7 Eleven Store 2367 17496G,452 E Santa Clara St,San Jose,-121.88071000000001,37.340847,Santa Clara,(408) 298-0208,https://www.7-eleven.com/locations/ca/san-jose/452-e.-santa-clara-st-17496?yext=17496,OPERATIONAL
488,Bon Fare Market 12,2907 The Villages Pkwy,San Jose,-121.76043999999999,37.290836,Santa Clara,(408) 274-5858,http://www.bonfaremarkets.com/,OPERATIONAL
489,Lucky 773,3705 El Camino Real,Santa Clara,-121.9979,37.352428,Santa Clara,(408) 247-5200,No website listed,OPERATIONAL
490,S & S MARKET,502 S 10th St,San Jose,-121.87527,37.333057000000004,Santa Clara,(408) 275-9650,No website listed,OPERATIONAL
491,Monterey Mini Mart,2951 Monterey Hwy,San Jose,-121.84792,37.29002,Santa Clara,(408) 365-0501,No website listed,OPERATIONAL
492,Big Lots 4393,3735 El Camino Real,Santa Clara,-121.99883999999999,37.35239,Santa Clara,(408) 247-0389,https://local.biglots.com/ca/santa-clara/4393?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,OPERATIONAL
493,Alum Rock Farmers' Market,57 N White Rd,San Jose,-121.82956999999999,37.367474,Santa Clara,No formatted_phone_number listed,http://pcfma.org/,OPERATIONAL
494,7-Eleven 14248 C,250 W Maude Ave,Sunnyvale,-122.02835,37.388935,Santa Clara,(408) 736-3418,https://www.7-eleven.com/locations/ca/sunnyvale/250-west-maude-ave-14248?yext=14248,OPERATIONAL
495,7-Eleven 14240D,15 S Abbott Ave,Milpitas,-121.91415,37.428515999999995,Santa Clara,(408) 262-8783,https://www.7-eleven.com/locations/ca/milpitas/15-south-abbott-ave-14240?yext=14240,OPERATIONAL
496,7-Eleven 14270 B,2440 Almaden Expwy,San Jose,-121.87997,37.289761,Santa Clara,(408) 979-1702,https://www.7-eleven.com/locations/ca/san-jose/2440-almaden-expwy-14270?yext=14270,OPERATIONAL
497,7-Eleven 14300 E,284 S 11th St,San Jose,-121.87669,37.336788,Santa Clara,(408) 216-0667,https://www.7-eleven.com/locations/ca/san-jose/284-s-eleventh-st-14300?yext=14300,OPERATIONAL
498,7-Eleven 17674,1595 Branham Ln,San Jose,-121.9025,37.253338,Santa Clara,(408) 264-9223,https://www.7-eleven.com/locations/ca/san-jose/1595-branham-lane-17674?yext=17674,OPERATIONAL
499,STOP N SAVE 110,2297 McKee Rd,San Jose,-121.85038999999999,37.365269,Santa Clara,(408) 258-1586,No website listed,OPERATIONAL
500,Evergreen Shell 181,3290 S White Rd,San Jose,-121.79173,37.314262,Santa Clara,(408) 274-1160,https://find.shell.com/us/fuel/10008289-3290-s-white-rd,OPERATIONAL
501,Zhengpei Petrol Gilroy Corporation 83139,400 Leavesley Rd,Gilroy,-121.56873999999999,37.021496,Santa Clara,(408) 842-3630,http://www.rottenrobbie.com/,OPERATIONAL
502,Best Liquor,1055 Tully Rd,San Jose,-121.838,37.314358,Santa Clara,(408) 947-1625,No website listed,OPERATIONAL
503,7 Eleven 2710 37953A,890 Coleman Ave,San Jose,-121.91481,37.345963,Santa Clara,(408) 289-1684,https://www.7-eleven.com/locations/ca/san-jose/890-coleman-ave-37953?yext=37953,OPERATIONAL
504,Marina Grocery,25 N Milpitas Blvd,Milpitas,-121.90003,37.433323,Santa Clara,(408) 263-1288,https://m.facebook.com/pages/Marina-Grocery/158563550823655,OPERATIONAL
505,Food Maxx 491,3002 Story Rd,San Jose,-121.82008,37.355518,Santa Clara,(408) 937-1324,http://locations.foodmaxx.com/ll/US/CA/San-Jose/3002-Story-Rd_,OPERATIONAL
506,JERRYS MARKET,1491 S Main St,Milpitas,-121.9026,37.409225,Santa Clara,(408) 946-8050,https://jerrys-market.business.site/?utm_source=gmb&utm_medium=referral,OPERATIONAL
507,Charlies Liquor Market,166 W 10th St,Gilroy,-121.56773000000001,36.999699,Santa Clara,(408) 842-0746,No website listed,OPERATIONAL
508,Hanas Bottle Shop,3149 El Camino Real,Santa Clara,-121.98357,37.352505,Santa Clara,(408) 248-4949,No website listed,OPERATIONAL
509,Primetime Nutrition 533,301 N Jackson,San Jose,-121.85101,37.366001000000004,Santa Clara,(408) 259-6649,http://nfiptn.com/,OPERATIONAL
510,Primetime Nutrition 540,4100 Monterey Hwy,San Jose,-121.83575,37.278664,Santa Clara,(408) 224-1102,http://nfiptn.com/,OPERATIONAL
511,7 Eleven 2367-37730a 37730A,4199 Hamilton Ave,San Jose,-121.97621000000001,37.293827,Santa Clara,(408) 364-1904,https://www.7-eleven.com/locations/ca/san-jose/4199-hamilton-ave-37730?yext=37730,OPERATIONAL
512,7-Eleven 25561,617 Blossom Hill Rd,San Jose,-121.84253000000001,37.250735999999996,Santa Clara,(408) 629-0784,https://www.7-eleven.com/locations/ca/san-jose/617-blossom-hill-rd-25561?yext=25561,OPERATIONAL
513,Capital Shell 163,1601 N Capitol Ave,San Jose,-121.87216000000001,37.396763,Santa Clara,(408) 259-7816,https://find.shell.com/us/fuel/10008295-1601-n-capitol-ave,OPERATIONAL
514,Billa Discount Liquor # 1 1,1068 Story Road,San Jose,-121.8549,37.331718,Santa Clara,(408) 295-5812,No website listed,OPERATIONAL
515,Dollar Tree 3238,2425 Winchester Blvd,Campbell,-121.94985,37.27898,Santa Clara,(408) 963-2537,https://www.dollartree.com/locations/ca/campbell/3238/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
516,Costco Wholesale 0760,7251 Camino Arroyo,Gilroy,-121.5545,37.008648,Santa Clara,(408) 848-0700,http://www.costco.com/warehouse-locations/gilroy-CA-760.html,OPERATIONAL
517,Costco Wholesale 1004,1709 Automation Pkwy,San Jose,-121.883,37.38879,Santa Clara,(408) 678-2150,http://www.costco.com/warehouse-locations/san-jose-CA-1004.html,OPERATIONAL
518,New India Bazar,2213 El Camino Real,Santa Clara,-121.96333999999999,37.352501000000004,Santa Clara,(408) 249-2599,http://www.newindiabazar.com/,OPERATIONAL
519,Dollar Tree 4293,251 Ranch Dr,Milpitas,-121.91931000000001,37.430408,Santa Clara,(408) 964-5835,https://www.dollartree.com/locations/ca/milpitas/4293/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
520,Costco Wholesale 0129,1601 Coleman Ave,Santa Clara,-121.93728999999999,37.357665999999995,Santa Clara,(408) 567-9000,http://www.costco.com/warehouse-locations/santa-clara-CA-129.html,OPERATIONAL
521,Costco Wholesale 0143,1000 N Rengstorff Ave,Mountain View,-122.09348,37.419662,Santa Clara,(650) 988-1841,https://m.costco.com/warehouse-locations/mountain-view-ca-143.html,OPERATIONAL
522,Costco Wholesale 0148,2201 Senter Rd,San Jose,-121.85063999999998,37.310608,Santa Clara,(408) 275-0199,http://www.costco.com/warehouse-locations/san-jose-CA-148.html,OPERATIONAL
523,Costco Wholesale 0423,150 Lawrence Station Rd,Sunnyvale,-121.99603,37.372513,Santa Clara,(408) 730-1892,http://www.costco.com/warehouse-locations/sunnyvale-CA-423.html,OPERATIONAL
524,Costco Wholesale 0470,5301 Almaden Expy,San Jose,-121.87588999999998,37.254242,Santa Clara,(408) 723-0964,http://www.costco.com/warehouse-locations/san-jose-CA-470.html,OPERATIONAL
525,Super Liquor & Food,3255 Sierra Rd,San Jose,-121.84821000000001,37.399277000000005,Santa Clara,(408) 929-4860,No website listed,OPERATIONAL
526,7-Eleven 26763 C,834 E Fremont Ave,Sunnyvale,-122.01653,37.352051,Santa Clara,(408) 736-1580,https://www.7-eleven.com/locations/ca/sunnyvale/834-e.-fremont-ave-26763?yext=26763,OPERATIONAL
527,7-Eleven 14278 F,14700 Camden Ave,San Jose,-121.92857,37.261707,Santa Clara,(408) 377-8022,https://www.7-eleven.com/locations/ca/san-jose/14700-camden-ave-14278?yext=14278,OPERATIONAL
528,7-Eleven 16269A,4625 Albany Dr,San Jose,-121.9854,37.321342,Santa Clara,(408) 249-5929,https://www.7-eleven.com/locations/ca/san-jose/4625-albany-dr-16269?yext=16269,OPERATIONAL
529,7-Eleven 15429 E,276 N Whisman Rd,Mountain View,-122.05981000000001,37.396606,Santa Clara,(650) 961-8762,https://www.7-eleven.com/locations/ca/mountain-view/276-n-whisman-ave-15429?yext=15429,OPERATIONAL
530,7-Eleven 14219B,615 Old San Francisco Rd,Sunnyvale,-122.02221000000002,37.367199,Santa Clara,(408) 735-9080,https://www.7-eleven.com/locations/ca/sunnyvale/615-old-san-francisco-14219?yext=14219,OPERATIONAL
531,7-Eleven #27244 E,1039 Sunnyvale Saratoga Rd,Sunnyvale,-122.03245,37.35857,Santa Clara,(408) 245-9711,https://www.7-eleven.com/locations/ca/sunnyvale/1039-sunnyvale-saratoga-r-27244?yext=27244,OPERATIONAL
532,7-Eleven 22914 F,3110 Senter Rd,San Jose,-121.83391999999999,37.294121000000004,Santa Clara,(408) 250-2266,https://www.7-eleven.com/locations/ca/san-jose/3110-senter-rd-22914?yext=22914,OPERATIONAL
533,7-Eleven 14292 E,4270 Senter Rd,San Jose,-121.82338999999999,37.2803,Santa Clara,(408) 225-5040,https://www.7-eleven.com/locations/ca/san-jose/4270-senter-rd-14292?yext=14292,OPERATIONAL
534,Selam Market,2294 S Bascom Ave,Campbell,-121.93151999999999,37.281689,Santa Clara,(408) 377-3090,No website listed,OPERATIONAL
535,Quick Shop Market,395 N Fair Oaks Ave,Sunnyvale,-122.01795,37.383202000000004,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
536,Cupertino Market,19725 Stevens Creek Blvd,Cupertino,-122.01795,37.32304,Santa Clara,(408) 777-9111,http://cupertinomarket.com/dairy,OPERATIONAL
537,Chevron 2217,7110 Camino Arroyo,Gilroy,-121.55236000000001,37.006554,Santa Clara,(408) 846-5230,http://www.chevronwithtechron.com/stations/station-finder.aspx,OPERATIONAL
538,Los Gatos Farmers Market,1 N. Santa Cruz Ave & Main St,Los Gatos,-121.98388,37.222542,Santa Clara,(925) 465-4690,http://www.cafarmersmkts.com/losgatos-farmers-market,OPERATIONAL
539,7-Eleven 16136 G,2065 White Oak Ln,Santa Clara,-121.99663999999999,37.360401,Santa Clara,(408) 241-1701,https://www.7-eleven.com/locations/ca/santa-clara/2065-white-oak-drive-16136?yext=16136,OPERATIONAL
540,7-Eleven 25480 B,5148 Moorpark Ave,San Jose,-121.99318999999998,37.309471,Santa Clara,(408) 257-3133,https://www.7-eleven.com/locations/ca/san-jose/5148-moorpark-ave-25480?yext=25480,OPERATIONAL
541,PAUL'S QUICK STOP,709 Stockton Ave,San Jose,-121.91367,37.34082,Santa Clara,(408) 999-0747,No website listed,OPERATIONAL
542,Wolfe India Bazar,854 Old San Francisco Rd,Sunnyvale,-122.01586999999999,37.366543,Santa Clara,(408) 749-1902,http://www.wolfeindiabazar.com/,OPERATIONAL
543,Walgreens 15246,2140 El Camino Real,Santa Clara,-121.9621,37.352257,Santa Clara,(408) 246-1054,https://www.walgreens.com/locator/walgreens-2140+el+camino+real-santa+clara-ca-95050/id=15246,OPERATIONAL
544,Safeway 2150,1489 Bird Ave,San Jose,-121.88977,37.305842999999996,Santa Clara,(408) 878-0691,https://local.safeway.com/safeway/ca/san-jose/1489-bird-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
545,Liquor And Food,1228 S Wolfe Rd,Sunnyvale,-122.01408,37.353951,Santa Clara,(408) 721-7956,http://nearbyliquorandfood.com/,OPERATIONAL
546,New India Bazaar,1340 S Mary Ave,Sunnyvale,-122.05048000000001,37.350513,Santa Clara,(408) 530-9555,http://www.newindiabazar.com/,OPERATIONAL
547,International Gourmet Foods,2052 Curtner Ave,San Jose,-121.93364,37.272503,Santa Clara,(408) 559-3397,http://www.intlfoodbazaar.com/,OPERATIONAL
548,Saratoga Farmers Market,14000 Fruitvale Ave,Saratoga,-122.01369,37.265785,Santa Clara,(925) 465-4690,http://cafarmersmkts.com/saratoga.html,OPERATIONAL
549,Campbell Liquors & Deli,479 E Campbell Ave,Campbell,-121.94123,37.287102000000004,Santa Clara,(408) 871-0572,https://postmates.com/drinks,OPERATIONAL
550,Seafood City Supermarket,1535 Landess Ave,Milpitas,-121.8764,37.415718,Santa Clara,(408) 945-1194,http://www.seafoodcity.com/,OPERATIONAL
551,CVS Pharmacy 3938,1496 Pollard Rd,Los Gatos,-121.98404,37.264568,Santa Clara,(408) 376-3554,https://www.cvs.com/store-locator/cvs-pharmacy-address/1496+Pollard+Road-Los+Gatos-CA-95032/storeid=3938?WT.mc_id=LS_GOOGLE_FS_3938,OPERATIONAL
552,Trader Joes 207,855 El Camino Real,Palo Alto,-122.16116000000001,37.438381,Santa Clara,(650) 327-7018,https://locations.traderjoes.com/ca/palo-alto/207/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
553,Paul's  Liquor & Market 8,9305 Monterey Rd,Gilroy,-121.5813,37.031937,Santa Clara,(408) 337-1661,No website listed,OPERATIONAL
554,Walgreens 13596,300 University Ave,Palo Alto,-122.16153999999999,37.445889,Santa Clara,(650) 326-3404,https://www.walgreens.com/locator/walgreens-300+university+ave-palo+alto-ca-94301/id=13596,OPERATIONAL
555,Cardenas 222,1070 S White Rd,San Jose,-121.8195,37.356559999999995,Santa Clara,(408) 856-6461,https://locations.cardenasmarkets.com/ll/US/CA/San-Jose/1070-S-White-Rd,OPERATIONAL
556,Desi India Bazaar,1584 Branham Ln,San Jose,-121.90189,37.253506,Santa Clara,(408) 265-6031,https://desi-india-bazaar.business.site/,OPERATIONAL
557,7-Eleven Store 29507E,1040 Piedmont Rd,San Jose,-121.84335,37.392456,Santa Clara,(408) 926-4545,https://www.7-eleven.com/locations/ca/san-jose/1040-piedmont-road-29507?yext=29507,OPERATIONAL
558,7-eleven 14320 F,21220 Homestead Rd,Cupertino,-122.045,37.337482,Santa Clara,(408) 735-8004,https://www.7-eleven.com/locations/ca/cupertino/21220-homestead-rd-14320?yext=14320,OPERATIONAL
559,Rais India Bazar,124 Blossom Hill Rd,San Jose,-121.80663999999999,37.252518,Santa Clara,(408) 225-3216,No website listed,OPERATIONAL
560,Cardenas 215,1731 E Bayshore Rd,East Palo Alto,-122.1379,37.459408,Santa Clara,(650) 248-2171,https://locations.cardenasmarkets.com/ll/US/CA/East-Palo-Alto/1731-E-Bayshore-Rd,OPERATIONAL
561,7-Eleven 14263D,188 N 6th St,San Jose,-121.88728,37.341457,Santa Clara,(408) 287-8466,https://www.7-eleven.com/locations/ca/san-jose/188-n-sixth-st-14263?yext=14263,OPERATIONAL
562,Senter Food,3975 Senter Rd,San Jose,-121.82378999999999,37.283031,Santa Clara,(408) 227-8772,No website listed,OPERATIONAL
563,New India Bazar,440 S Main St,Milpitas,-121.90498000000001,37.423519,Santa Clara,(408) 262-5300,http://www.newindiabazar.com/,OPERATIONAL
564,Dollar Tree 4547,3024 El Camino Real,Santa Clara,-121.98106999999999,37.352268,Santa Clara,(408) 556-4719,https://www.dollartree.com/locations/ca/santa-clara/4547/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
565,SAFEWAY  1455,840 E Dunne Ave,Morgan Hill,-121.63663000000001,37.130276,Santa Clara,(408) 776-8720,https://local.safeway.com/safeway/ca/morgan-hill/840-e-dunne-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
566,La Plaza Market 2,40 S Rengstorff Ave,Mountain View,-122.09766,37.402843,Santa Clara,(650) 967-3630,http://www.laplazasupermarket.com/,OPERATIONAL
567,Oakridge Farmers Market,925 Blossom Hill Rd,San Jose,-121.86362,37.250519,Santa Clara,(925) 465-4690,http://www.cafarmersmkts.com/farmers-market-westfield-oakridge,OPERATIONAL
568,NOB HILL FOODS 635,6061 Snell Ave,San Jose,-121.83068,37.237331,Santa Clara,(408) 225-0546,https://www.raleys.com/stores/nob-hill-foods-snell-san-jose-california/,OPERATIONAL
569,Easy Mart,150 Leavesley Rd,Gilroy,-121.57332,37.019756,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
570,Grocery Outlet Of West San Jose,3140 Williams Rd,San Jose,-121.95187,37.308815,Santa Clara,(408) 241-2182,https://groceryoutlet.com/circulars/storeid/125,OPERATIONAL
571,LA TIENDITA,510 Oconnor St,East Palo Alto,-122.14378,37.460369,Santa Clara,(650) 853-0632,No website listed,OPERATIONAL
572,Sprouts Farmers Market 216,111 E El Camino Real,Sunnyvale,-122.03098999999999,37.366882000000004,Santa Clara,(408) 702-1172,https://sprouts.com/store/ca/sunnyvale/sunnyvale,OPERATIONAL
573,Pacheco Pass Chevron 5864,6901 Cameron Blvd,Gilroy,-121.54737,37.003456,Santa Clara,(408) 849-2667,https://www.chevronwithtechron.com/station/6901-Cameron-Blvd-Gilroy-CA-95020-id381289,OPERATIONAL
574,7-Eleven 25834 C,3500 Stevens Creek Blvd,San Jose,-121.95997,37.323223,Santa Clara,(408) 554-0794,https://www.7-eleven.com/locations/ca/san-jose/3500-stevens-creek-blvd-25834?yext=25834,OPERATIONAL
575,Kamal Spice House 1,385 N Capitol Ave,San Jose,-121.84517,37.372059,Santa Clara,(408) 923-8742,https://www.facebook.com/KamalSpiceHouse/,OPERATIONAL
576,Mi Rancho Supermarket,2806 Story Rd,San Jose,-121.82421000000001,37.352688,Santa Clara,(408) 259-3333,http://www.miranchosupermarket.com/,OPERATIONAL
