region	resource	free	provider_name	provider_addloc	address	city	state	zip	lat	lon	contact	call_in_advance	email	instructions	web_link	status	mon	tues	wed	thr	fri	sat	sun	public	seniors	children	homeless	clients	uninsured	residents	quality_check_complete	last_update	updated_by	week_1	week_2	week_3	week_4	week_5
santa_clara_county	Medical	1	Gardner Health Services				CA	0			(408) 457-7100		""	""	https://gardnerhealthservices.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
san_francisco,_san_mateo,_santa_clara_county	Medical	1	North East Medical Services				CA	0			(415) 391-9686		""	""	https://www.nems.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
san_francisco_county	Medical	1	San Francisco Free Clinic		4900 California St, San Francisco, CA 94118 (Call in Advance)	San Francisco	CA	0			(415) 750-9894		""	""	https://sffc.org/		Monday through Friday, 10 am - 4:30 pm	Monday through Friday, 10 am - 4:30 pm	Monday through Friday, 10 am - 4:30 pm	Monday through Friday, 10 am - 4:30 pm	Monday through Friday, 10 am - 4:30 pm	Monday through Friday, 10 am - 4:30 pm	Monday through Friday, 10 am - 4:30 pm	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
san_francisco_county	Medical	1	Mission Neighborhood Health Center				CA	0			(415) 552-3870		""	""	http://www.mnhc.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
san_francisco_county	Medical	1	Lyon Martin Health Services		1735 Mission St, San Francisco, CA 94103 (Call in advance)	San Francisco	CA	0			(415) 565-7667		""	""	https://www.healthright360.org/agency/lyon-martin-health-services		Monday, Tuesday, Thursday, Friday, 8:30am-12pm and 1pm-5pm. Wednesday, 10:30am-2pm and 3pm-7pm.	Monday, Tuesday, Thursday, Friday, 8:30am-12pm and 1pm-5pm. Wednesday, 10:30am-2pm and 3pm-7pm.	Monday, Tuesday, Thursday, Friday, 8:30am-12pm and 1pm-5pm. Wednesday, 10:30am-2pm and 3pm-7pm.	Monday, Tuesday, Thursday, Friday, 8:30am-12pm and 1pm-5pm. Wednesday, 10:30am-2pm and 3pm-7pm.	Monday, Tuesday, Thursday, Friday, 8:30am-12pm and 1pm-5pm. Wednesday, 10:30am-2pm and 3pm-7pm.	Monday, Tuesday, Thursday, Friday, 8:30am-12pm and 1pm-5pm. Wednesday, 10:30am-2pm and 3pm-7pm.	Monday, Tuesday, Thursday, Friday, 8:30am-12pm and 1pm-5pm. Wednesday, 10:30am-2pm and 3pm-7pm.	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
san_francisco_county	Medical	1	San Francisco Community Health Center				CA	0			(415) 292-3400		""	""	https://sfcommunityhealth.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Medical	1	Santa Cruz Community Health Centers - East Cliff Family Health Center		21507 East Cliff Drive, Santa Cruz, CA 95062 (call in advance)	Santa Cruz	CA	0			(831) 427-3500		""	""	https://www.schealthcenters.org/services/east-cliff-family-health-center/		Monday through Thursday, 8am-8pm. Friday 8am-5pm. Saturday 8am-1pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm. Saturday 8am-1pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm. Saturday 8am-1pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm. Saturday 8am-1pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm. Saturday 8am-1pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm. Saturday 8am-1pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm. Saturday 8am-1pm.	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Medical	1	Santa Cruz Community Health Centers - Santa Cruz Women's Health Center		250 Locust St, Santa Cruz, CA 95060 (call in advance)	Santa Cruz	CA	0			(831) 427-3500		""	""	https://www.schealthcenters.org/services/santa-cruz-womens-health-center/		Monday through Thursday, 8am-8pm. Friday 8am-5pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm.	Monday through Thursday, 8am-8pm. Friday 8am-5pm.	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Medical	1	Salud Para La Gente		204 East Beach St, Watsonville, CA 95076 (Call in advance)	Watsonville	CA	0			(831) 728-0222		""	""	https://splg.org/		Monday through Thursday, 8am-7pm. Friday and Saturday, 8am-5pm. Sunday, 8:30-12:30pm	Monday through Thursday, 8am-7pm. Friday and Saturday, 8am-5pm. Sunday, 8:30-12:30pm	Monday through Thursday, 8am-7pm. Friday and Saturday, 8am-5pm. Sunday, 8:30-12:30pm	Monday through Thursday, 8am-7pm. Friday and Saturday, 8am-5pm. Sunday, 8:30-12:30pm	Monday through Thursday, 8am-7pm. Friday and Saturday, 8am-5pm. Sunday, 8:30-12:30pm	Monday through Thursday, 8am-7pm. Friday and Saturday, 8am-5pm. Sunday, 8:30-12:30pm	Monday through Thursday, 8am-7pm. Friday and Saturday, 8am-5pm. Sunday, 8:30-12:30pm	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Medical	1	Clinicia del Valle del Pajaro		45 Nielson St, Watsonville, CA 95076 (Call in advance)	Watsonville	CA	0			(831) 728-0222		""	""	https://splg.org/		Monday through Thursday, 8am-7pm. Friday 8am-5pm.	Monday through Thursday, 8am-7pm. Friday 8am-5pm.	Monday through Thursday, 8am-7pm. Friday 8am-5pm.	Monday through Thursday, 8am-7pm. Friday 8am-5pm.	Monday through Thursday, 8am-7pm. Friday 8am-5pm.	Monday through Thursday, 8am-7pm. Friday 8am-5pm.	Monday through Thursday, 8am-7pm. Friday 8am-5pm.	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Medical	1	Salud at 65 Nielson		65 Nielson St, Ste 101, Watsonville, CA 95076 (Call in advance)	Ste 101, Watsonville	CA	0			(831) 728-0222		""	""	https://splg.org/		Tuesday through Friday, 8:30am-5:30pm	Tuesday through Friday, 8:30am-5:30pm	Tuesday through Friday, 8:30am-5:30pm	Tuesday through Friday, 8:30am-5:30pm	Tuesday through Friday, 8:30am-5:30pm	Tuesday through Friday, 8:30am-5:30pm	Tuesday through Friday, 8:30am-5:30pm	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Medical	1	Salud at 208 Green Valley		208 Green Valley Rd, Freedom, CA 95019 (Call in advance)	Freedom	CA	0			(831) 728-0222		""	""	https://splg.org/		Monday through Thursday, 8:15am-5:15pm	Monday through Thursday, 8:15am-5:15pm	Monday through Thursday, 8:15am-5:15pm	Monday through Thursday, 8:15am-5:15pm	Monday through Thursday, 8:15am-5:15pm	Monday through Thursday, 8:15am-5:15pm	Monday through Thursday, 8:15am-5:15pm	0	0	0	0	0	0	0	0			""	""	""	""	""
california_county	Mental Health	1	California Peer-Run Warm Line (run by Mental Health Association of San Francisco)		Call Number or Webchat		CA	0			(415) 421-2926		""	""	https://www.mentalhealthsf.org/peer-run-warmline/		Toll free 24-hour warm line (855)-845-7415;  webchat	Toll free 24-hour warm line (855)-845-7415;  webchat	Toll free 24-hour warm line (855)-845-7415;  webchat	Toll free 24-hour warm line (855)-845-7415;  webchat	Toll free 24-hour warm line (855)-845-7415;  webchat	Toll free 24-hour warm line (855)-845-7415;  webchat	Toll free 24-hour warm line (855)-845-7415;  webchat	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
nationwide_county	Mental Health	1	Coronavirus Online Therapy		Online Form: https://coronavirustherapy.online/		CA	0			1919		""	""	https://coronavirustherapy.online/		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
	Mental Health	1	Physician Support Line				CA	0			(888) 409-0141		""	""	https://www.physiciansupportline.com/		Monday through Sunday, 8am - 12am EST	Monday through Sunday, 8am - 12am EST	Monday through Sunday, 8am - 12am EST	Monday through Sunday, 8am - 12am EST	Monday through Sunday, 8am - 12am EST	Monday through Sunday, 8am - 12am EST	Monday through Sunday, 8am - 12am EST	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Other	1	Valley Transportation Authority				CA	0			(408) 321-2300		""	""	www.vta.org/covid-19		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Other	1	First 5				CA	0			(408) 260-3700		""	""	www.first5kids.org		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Other	1	Santa Clara County Public Health Department				CA	0			211211211		""	""	www.sccgov.org/sites/phd/ DiseaseInformation/novel-coronavirus/ Pages/home.aspx		24/7	24/7	24/7	24/7	24/7	24/7	24/7	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	CZ	""	""	""	""	""
santa_clara_county	Other	1	211.000000				CA	0			211211211		""	""	https://www.sccgov.org/sites/phd/news/Pages/covid-19-call-211.aspx		24/7	24/7	24/7	24/7	24/7	24/7	24/7	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Other	1	City of San Jose				CA	0			(408) 535-3500		""	""	www.sanjoseca.gov/news-stories/news/ emergency-notifications		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	GF	""	""	""	""	""
santa_clara_county	Other	1	Centers of Disease Control				CA	0			211211211		""	""	www.cdc.gov/coronavirus/2019-nCoV/index. html		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Other	1	AlertSCC				CA	0					""	""	www.sccgov.org/sites/oes/alertscc/Pages/ home.aspx		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Other	1	County Library System				CA	0			4082(932) 326-3060		""	""	https://sccld.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Other	1	Playground Closures				CA	0					""	""	https://www.sanjoseca.gov/news-stories/news/emergency-notifications		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Other	1	San Jose Libraries				CA	0					""	""	https://www.sjpl.org		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Other	1	State of California				CA	0			(800) 777-0369		""	""	http://www.parks.ca.gov/?page_id=30350		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
