,attributes.OBJECTID,attributes.FACILITYID,attributes.INTID,attributes.SITENAME,attributes.SITEADDRESS,attributes.OPENDAYS,attributes.OPENTIMES,attributes.OPENDATES,attributes.MEALTYPES,attributes.SITETYPE,attributes.SITESTATUS,attributes.DESCRIPTION,attributes.PHONENUMBER,attributes.EMAIL,attributes.WEBLINK,attributes.CITYNAME,attributes.CITYCOUNCILDISTRICT,attributes.LASTUPDATE,attributes.LASTEDITOR,attributes.NOTES,attributes.ENTERPRISEID,attributes.DESCRIPTIONLONG,geometry.x,geometry.y
143,362,362,362,Stonegate Elementary School,2605 Gassmann Drive San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000362,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13562760,4482197
144,363,363,363,Sacred Heart Nativity School,311 Willow Street San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000363,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13568173.49,4483601.922
145,364,364,364,Alpha Public Schools,1601 Cunningham Avenue San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000364,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13562556,4484718
146,365,365,365,Thomas P. Ryan Elementary School,1241 McGinness Avenue San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000365,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13561252,4488052
147,366,366,366,Franklin Elementary School,420 Tully Rd. San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000366,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13564430,4481741
148,367,367,367,P.A. Walsh Steam Academy,305 W. Main Avenue Morgan Hill,Do not delete,Do not delete,Do not delete,Do not delete,Do not delete,Closed,Do not delete,Do not delete,Do not delete,Do not delete,Morgan Hill,0,1588777452000,FME,Do not delete; Closing this point and replacing with new point,EOC-FDFS-0000000367,Do not delete,-13543207,4456899
149,368,368,368,Santee Elementary School,1313 Audubon Dr. San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000368,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13563916,4485022
150,369,369,369,Catholic Charities Cpt. Jason M. Dahl Elementary,3200 Water Street San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000369,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13563142,4479318
151,370,370,370,Horace Cureton Elementary School,3720 East Hills Drive San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000370,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13560298,4490715
152,371,371,371,Lairon College Preparatory Academy,3975 Mira Loma Way San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000371,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13562079,4478521
153,372,372,372,Sylvandale Middle School,653 Sylvandale Avenue San Jose,,,,,School Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000372,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13561488,4479311
154,373,373,373,Mission College,3000 Mission College Blvd Santa Clara,,,,,College Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Santa Clara,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000373,"In order to address food insecurity within colleges, Second Harvest works with various colleges to run two types of distribution models.  One is called the “Just-in-Time” model where food is delivered monthly and distributed within a couple of hours. The second model is called an “On-Site” model where food is delivered weekly to the college for distribution to students. Nearly 330 students received fresh fruit, vegetables, canned food and other groceries, and the numbers have been increasing every month.",-13579463,4493652
155,374,374,374,San Jose State University,290 So. 7th Street San Jose,Do not delete,Do not delete,Do not delete,School Pantry,School Pantry,Closed,Do not delete,Do not delete,Do not delete,Do not delete,San Jose,3,1588777452000,FME,Do not delete; Used to Close old site point,EOC-FDFS-0000000374,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13567629,4485739
156,375,375,375,Evergreen Community Center,4860 San Felipe Road San Jose,,,,,DS Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,8,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000375,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13555557,4480984
157,376,376,376,Social Services Agency SCC - CalWORKS South County,1879 Senter Road San Jose,,,,,Free Community Market,Closed,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000376,"Free Community Market provides access to free groceries, including a variety of fresh fruits and vegetables, to students and local community members. The market, launched in partnership with Second Harvest Food Bank of Santa Clara and San Mateo Counties, aims to address food insecurity in the local community and on campus through a farmers market style experience. This new approach to distributing groceries focuses on celebration, abundance and inclusion so community members and students who need a little help can feel comfortable receiving it.",-13564974,4483203
158,377,377,377,Our Lady of Refuge Church,2165 Lucretia Avenue San Jose,Tuesday,5:00 PM - 7:00 PM,,Pantry,Pantry,Open,Food program provided by a Faith-Based organization to the community,1-800-984-3663,,,San Jose,7,1588636200000,FME,Source: Catholic Charaties of Santa Clara County,EOC-FDFS-0000000377,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13563733,4483479
159,378,378,378,Asian American Youth and Senior Organization,2072 Lucretia Avenue San Jose,,,,,Free Community Market,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000378,"Free Community Market provides access to free groceries, including a variety of fresh fruits and vegetables, to students and local community members. The market, launched in partnership with Second Harvest Food Bank of Santa Clara and San Mateo Counties, aims to address food insecurity in the local community and on campus through a farmers market style experience. This new approach to distributing groceries focuses on celebration, abundance and inclusion so community members and students who need a little help can feel comfortable receiving it.",-13563641,4483383
160,379,379,379,Quail Hills Senior Apartments,1260 Piedmont Rd. San Jose,,,,,ASH Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,4,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000379,Affordable Senior Housing program that provides food to this housing site. Contact building manager.,-13563901,4494875
161,380,380,380,Morrone Gardens,1107 Luchessi Dr San Jose,,,,,ASH Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,9,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000380,Affordable Senior Housing program that provides food to this housing site. Contact building manager.,-13567350,4475520
162,381,381,381,Valley Palms Apartments,2155 Lanai Ave San Jose,,,,,ASH Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000381,Affordable Senior Housing program that provides food to this housing site. Contact building manager.,-13562400,4484253
163,382,382,382,Abode Services,2188 The Alameda San Jose,,,,,ASH Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000382,Affordable Senior Housing program that provides food to this housing site. Contact building manager.,-13573369,4487228
164,383,383,383,EAH Inc,2000 Monterey Road San Jose,,,,,ASH Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000000383,Affordable Senior Housing program that provides food to this housing site. Contact building manager.,-13565830,4481927
165,384,384,384,St Victors,3150 Sierra Rd San Jose,,,,,Grocery,Closed,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,4,1588777452000,FME,Source: Second Harvest,EOC-FDFS-0000000384,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13564386.08,4494717.425
166,385,385,385,Third Street Community Center,160 N. Third Street San Jose,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000385,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13568751,4486539
167,386,386,386,Grace Community Center,488 North 6th Street San Jose,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000386,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13568875,4487560
168,387,387,387,Loaves & Fishes Family Kitchen,16505 Butterfield Blvd Morgan Hill,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Morgan Hill,0,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000387,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13540719,4456193
169,388,388,388,Martha's Kitchen,311 Willow Street San Jose,"Tuesday, Wednesday, Thursday","Tue & Wed (Dinner): 4 PM - 5 PM,  Thur (Breakfast): 8:30 AM - 9:30 AM",Year Round,Meal Program,Meal Program,Open,"Martha's Kitchen provides hot, blanaced, and nutritious meals free of charge to those in need. Any individual regardless of status may participate, no questions asked.",(408) 293-6111,info@marthas-kitchen.org,https://www.marthas-kitchen.org/,San Jose,3,1587770520000,FME,Source: Martha's Kitchen Staff,EOC-FDFS-0000000388,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13568128.2,4483519.418
170,389,389,389,Front Door Communities,49 North Fourth Street San Jose,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000389,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13568533,4486416
171,390,390,390,Our Daily Bread,231 Sunset Ave. Sunnyvale,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Sunnyvale,0,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000390,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13585803,4491855
172,391,391,391,LifeMoves - Breaking Bread,P. O. Box 702 Palo Alto,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Palo Alto,0,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000391,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13598877,4501269
173,392,392,392,Day Worker Center of Mountain View,113 Escuela Ave. Mountain View,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Mountain View,0,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000392,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13591200,4495061
174,393,393,393,Church of the Chimes - Acts of Mercy,1447 Bryan Avenue San Jose,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,9,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000393,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13568773,4476239
175,394,394,394,The Salvation Army - Adult Rehabilitation Center,702 West Taylor Street San Jose,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,6,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000394,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13571344,4486680
176,395,395,395,The Alano Club of  San Jose,1122 Fair Avenue San Jose,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,7,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000395,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13563996,4484577
177,396,396,396,Catholic Charities SCC- John XXIII & Eastside Ctr,195 East San Fernando St. San Jose,,,,,Meal Program,Closed,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000396,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13568231.58,4486092.067
178,397,397,397,Live Oak Adult Day Services- Willow Glen,1147 Minnesota Ave. San Jose,,,,,Meal Program,Closed,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,6,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000397,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13569747,4481397
179,398,398,398,La Comida de California,455 E. Charleston Rd Palo Alto,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Palo Alto,0,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000398,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13593546,4497603
180,399,399,399,San Jose Day Nursery,33 North Eighth Street San Jose,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000399,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13568023,4486648
181,400,400,400,Bill Wilson Center,3490 The Alameda Santa Clara,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Santa Clara,0,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000400,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13574503,4488529
182,401,401,401,SJB Child Development Centers,"1400 Parkmoor Avenue, Ste. 220 San Jose",,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,6,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000401,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13571262,4483318
183,402,402,402,AchieveKids,1212 McGinness Avenue San Jose,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000402,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13561246,4488156
184,404,404,404,Recovery Cafe San Jose INC,80 South Fifth St. San Jose,,,,,Residential Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000000404,"(Meal Program specific to this resdential facility, callf or details) Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.",-13568197.01,4486196.575
185,1196,1196,1196,Choicelunch,"1615 Remuda Ln, San Jose, CA",Monday - Friday,8am - 4pm,,Contactless Drive Thru Pickup,Grocery,Open,Food program provided by a Non-Profit organization to the community,(855) 465-8624,,https://www.choicelunch.com/how-it-works/,San Jose,3,1588636200000,FME,Source: Rajani: https://www.rfdtv.com/story/41970658,EOC-FDFS-0000001196,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13570806.94,4491096.92
186,1197,1197,1197,Community Suppers at St. Catherine Parish Center,"17400 Peak Ave., Morgan Hill",Monday,6:00 PM - 7:00 PM,,Dinner,Meal Program,Open,Food program provided by a Faith-Based organization to the community,408-781-3847,jplillig@gmail.com,https://ca-morganhill2.civicplus.com/DocumentCenter/View/24911/Morgan-Hill-Faith-Based-Free-Food-and-Supper-Program,Morgan Hill,0,1588777452000,FME,Source: City of Morgan Hill,EOC-FDFS-0000001197,"Monday night supper program  - 6-7pm - 17400 Peak Ave., Morgan Hill . Representative is Joe Lillig",-13543153.42,4456567.839
187,1198,1198,1198,The Community Table at Advent Lutheran Church,16870 Murphy Ave. Morgan Hill,Tuesday,5:00 PM - 6:00 PM,Year Round,Dinner,Meal Program,Open,"Tuesday night supper program 5-6 pm - 16870 Murphy Ave, just east of Carl’s Jr. off East Dunne Ave.",408-779-3551,office@advent-lutheran.org,https://ca-morganhill2.civicplus.com/DocumentCenter/View/24911/Morgan-Hill-Faith-Based-Free-Food-and-Supper-Program,Morgan Hill,0,1588777452000,FME,Source: City of Morgan Hill,EOC-FDFS-0000001198,Free hot meals provided to the community on Tuesday nights.,-13539462.08,4457614.894
188,1199,1199,1199,Community Suppers at Community Christian Church,305 W. Main Ave. Morgan Hill,Thursday,6:00 PM - 7:00 PM,Year Round,Dinner,Meal Program,Open,Food program provided by a Faith-Based organization to the community,"408-234-5473, 408-230-8462",kyle@community-christian.us,https://ca-morganhill2.civicplus.com/DocumentCenter/View/24911/Morgan-Hill-Faith-Based-Free-Food-and-Supper-Program,Morgan Hill,0,1588777452000,FME,Source: City of Morgan Hill,EOC-FDFS-0000001199,"Thursday evening supper 6-7pm - 305 W. Main Ave. Morgan Hill, (near the corner of Crest Ave and Main St., across from 7-11)",-13543187.16,4456859.643
189,1200,1200,1200,Community Suppers at Morgan Hill Presbyterian Church,"16970 Dewitt Ave., Morgan Hill",1st and 3rd Friday Nights,6:00 PM - 7:00 PM,,Dinner,Meal Program,Open,Food program provided by a Faith-Based organization to the community,408-763-6102,joe.fabiny@yahoo.com,https://ca-morganhill2.civicplus.com/DocumentCenter/View/24911/Morgan-Hill-Faith-Based-Free-Food-and-Supper-Program,Morgan Hill,0,1588777452000,FME,Source: City of Morgan Hill,EOC-FDFS-0000001200,"1st and 3rd Friday nights each month, 6-7pm - 16970 Dewitt Ave., MH (corner of Dewitt and W. Dunne)",-13543283.78,4455973.391
190,1201,1201,1201,Cecelia's Closet,"35 Peebles Ave, Morgan Hill, CA 95037",Please call,Please call,Please call,Pantry,Pantry,Open,Food program provided by a Non-Profit organization to the community,408-779-4387,cecilia@edwardbossprado.org,http://edwardbossprado.org/cecelias-closet/,Morgan Hill,0,1588777452000,FME,Source: City of Morgan Hill,EOC-FDFS-0000001201,Food panty distribution drop off to families in need as necessary. Representative is Cecelia Ponzini,-13544369.8,4460184.753
191,1202,1202,1202,Our Lady of Peace,"2800 Mission College Blvd, Santa Clara",Monday (beginning 4/13),TBD,,Pantry,Pantry,Open,Food program provided by a Faith-Based organization to the community,1-800-984-3663,,,Santa Clara,0,1588636200000,FME,Source: Catholic Charaties of Santa Clara County,EOC-FDFS-0000001202,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13578361.19,4493458.062
192,1203,1203,1203,St. John Vianney,"4600 Hyland Ave, San Jose, CA 95127",Thursday,1:00 PM - 4:00 PM,,Pantry,Pantry,Open,Food program provided by a Faith-Based organization to the community,1-800-984-3663,,,San Jose,5,1588636200000,FME,Source: Catholic Charaties of Santa Clara County,EOC-FDFS-0000001203,Weekly Drive Thru sites at Churches for food. No registration needed beforehand - Registration will be done on site. Monday through Saturday (No Sunday),-13561655.9,4491006.732
193,1204,1204,1204,St. Lucy’s Campbell,"2350 S Winchester Blvd, Campbell, CA 95008",Friday (beginning 4/10),10:00 AM - 12:00 PM,,Pantry,Pantry,Open,Food program provided by a Faith-Based organization to the community,1-800-984-3663,,,Campbell,0,1588636200000,FME,Source: Catholic Charaties of Santa Clara County,EOC-FDFS-0000001204,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13575383.15,4478215.101
