,attributes.OBJECTID,attributes.FACILITYID,attributes.INTID,attributes.SITESCHOOLDISTRICT,attributes.SITENAME,attributes.SITEADDRESS,attributes.OPENDAYS,attributes.OPENTIMES,attributes.OPENDATES,attributes.MEALTYPES,attributes.SITETYPE,attributes.SITESTATUS,attributes.DESCRIPTION,attributes.PHONENUMBER,attributes.EMAIL,attributes.WEBLINK,attributes.CITYNAME,attributes.CITYCOUNCILDISTRICT,attributes.LASTUPDATE,attributes.LASTEDITOR,attributes.NOTES,attributes.ENTERPRISEID,attributes.DESCRIPTIONLONG,geometry.x,geometry.y
117,127,127,127,San Jose Unified,San José High,"275 N 24th St, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000127,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13566610.66,4487987.418
118,128,128,128,San Jose Unified,Grant Elementary,"470 Jackson St, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000128,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13568484.05,4488096.505
119,129,129,129,San Jose Unified,Ohlone Middle,"850 North 2nd St, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000129,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13569973.02,4488413.69
120,130,130,130,San Jose Unified,Hoover Middle,"1635 Park Ave, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,6,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000130,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13572382.21,4485548.866
121,131,131,131,San Jose Unified,Washington Elementary,"100 Oak St, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000131,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13567765.53,4483963.44
122,132,132,132,San Jose Unified,Galarza Elementary,"1610 Bird Ave, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,6,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000132,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13568199.87,4481365.092
123,133,133,133,San Jose Unified,Canoas Elementary,"880 Wren Dr, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,6,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000133,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13567241.71,4478803.917
124,134,134,134,San Jose Unified,Almaden Elementary,"1295 Dentwood Dr, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,9,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000134,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13568156.57,4474222.351
125,135,135,135,San Jose Unified,Allen Elementary,"820 Steinbeck Dr, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,10,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000135,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13565027.89,4473526.097
126,136,136,136,San Jose Unified,Learning Options,"4849 Pearl Ave, San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,9,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000136,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13565992.95,4475630.927
127,138,138,138,Sunnyvale,Bishop Elementary,"450 N Sunnyvale Ave, Sunnyvale","Monday through Friday


de lunes a viernes",11:00 a.m. to 1:00 p.m.,March 16th-ongoing,"Breakfast, lunch, and dinner",School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sesd.org/,Sunnyvale,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000138,"Pick Up 18 and younger Children do not have to be present  free combined breakfast, lunch, and dinner pick up (not for onsite eating).",-13583723.72,4493188.799
128,139,139,139,Sunnyvale,Lakewood Elementary,"750 Lakechime Drive, Sunnyvale","Monday through Friday


de lunes a viernes",11:00 a.m. to 1:00 p.m.,March 16th-ongoing,"Breakfast, lunch, and dinner",School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sesd.org/,Sunnyvale,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000139,"Pick Up 18 and younger Children do not have to be present  free combined breakfast, lunch, and dinner pick up (not for onsite eating).",-13581326.94,4494748.042
129,140,140,140,Sunnyvale,Vargas Elementary,"1054 Carson Dr, Mountain View","Monday through Friday


de lunes a viernes",11:00 a.m. to 1:00 p.m.,March 16th-ongoing,"Breakfast, lunch, and dinner",School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sesd.org/,Sunnyvale,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000140,"Pick Up 18 and younger Children do not have to be present  free combined breakfast, lunch, and dinner pick up (not for onsite eating).",-13586417.63,4492412.36
130,141,141,141,Sunnyvale,San Miguel Elementary,"777 San Miguel Avenue, Sunnyvale","Monday through Friday


de lunes a viernes",11:00 a.m. to 1:00 p.m.,March 16th-ongoing,"Breakfast, lunch, and dinner",School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sesd.org/,Sunnyvale,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000141,"Pick Up 18 and younger Children do not have to be present  free combined breakfast, lunch, and dinner pick up (not for onsite eating).",-13581906.84,4493660.426
131,142,142,142,Sunnyvale,Columbia Middle,"739 Morse Ave., Sunnyvale","Monday through Friday


de lunes a viernes",11:00 a.m. to 1:00 p.m.,March 16th-ongoing,"Breakfast, lunch, and dinner",School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sesd.org/,Sunnyvale,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000142,"Pick Up 18 and younger Children do not have to be present  free combined breakfast, lunch, and dinner pick up (not for onsite eating).",-13583103.12,4494142.19
132,143,143,143,Union SD,Dartmouth Middle School,"5575 Dartmouth Drive, San Jose","Mondays, Wednesdays, Fridays

Lunes, miércoles, viernes",11:30 a.m. to 12:30 p.m.,March 18th -on-going,Breakfast and Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.unionsd.org/,San Jose,9,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000143,Bagged breakfast and lunches provided to students 18 years and under from any school. No paperwork/identification required. Pickup only: No eating at the school.,-13569672.86,4472556.562
133,144,144,144,ACE Charter Schools,Empower MS,625 South Sunset Ave,"Mondays at Empower and Inspire Wednesdays at Charter High and Esperanza

Los lunes en Empower e Inspire los miércoles en Charter High y Esperanza",11:00 a.m. to 1:00 p.m.,March 17th-until further notice,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.acecharter.org,San Jose,5,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000144,5 days worth of meals for the whole family.,-13563589.27,4487787.074
134,145,145,145,ACE Charter Schools,Esperanza MS,1665 Santee Dr,"Mondays at Empower and Inspire Wednesdays at Charter High and Esperanza

Los lunes en Empower e Inspire los miércoles en Charter High y Esperanza",11:00 a.m. to 1:00 p.m.,March 17th-until further notice,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.acecharter.org,San Jose,7,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000145,5 days worth of meals for the whole family.,-13563741.38,4484827.228
135,146,146,146,ACE Charter Schools,Inspire MS,1155 E. Julian St,"Mondays at Empower and Inspire Wednesdays at Charter High and Esperanza

Los lunes en Empower e Inspire los miércoles en Charter High y Esperanza",11:00 a.m. to 1:00 p.m.,March 17th-until further notice,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.acecharter.org,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000146,5 days worth of meals for the whole family.,-13566797.07,4488139.497
136,147,147,147,ACE Charter Schools,ACE Charter HS,1776 Educational Park Dr,"Mondays at Empower and Inspire Wednesdays at Charter High and Esperanza

Los lunes en Empower e Inspire los miércoles en Charter High y Esperanza",11:00 a.m. to 1:00 p.m.,March 17th-until further notice,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.acecharter.org,San Jose,4,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000147,5 days worth of meals for the whole family.,-13565184.08,4490895.463
137,148,148,148,Alpha Public Schools,Alpha Jose Hernandez School,1601 Cunningham Ave,"Monday through Friday


de lunes a viernes",10:00 a.m. to 12:00 p.m.,March 16th though duration of the closure,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,,San Jose,7,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000148,Children 18 and younger (grab and go); Cornerstone families can pick up from the Alpha location or at Franklin-McKinley locations.,-13562763.86,4484667.274
138,149,149,149,Alpha Public Schools,Cornerstone Academy,"1598 Lucretia Ave, San Jose, CA 95122",Monday through Friday,10:00 to 12:00 CAPS 11:00 to 1:00,March 16th though April 6th,,School,Closed,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,,San Jose,7,1588782426000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000149,Children 18 and younger (grab and go),-13564377.13,4484537.101
139,150,150,150,Downtown College Prep,El Camino Middle School,"1402 Monterey Hwy, San Jose","Monday through Friday


de lunes a viernes",12:00 p.m. to 1:00 p.m. DCP ARMS 11:00-12:30,"On-going through school closure

En curso hasta el cierre de la escuela",Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://9f8.bcf.myftpupload.com/wp-content/uploads/2020/03/English-COVID-19-Meal-Service-Flyer.DCP_.pdf,San Jose,7,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000150,"There will be drive up service as well as walk up service. Parents can get specific service location information on the school website. 18 and younger. Prepackaged Lunch, child must be present.",-13566749.5,4483332.472
140,151,151,151,Downtown College Prep,El Primero High School,"1402 Monterey Hwy, San Jose","Monday through Friday


de lunes a viernes",12:00 p.m. to 1:00 p.m. DCP ARMS 11:00-12:30,"On-going through school closure

En curso hasta el cierre de la escuela",Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://9f8.bcf.myftpupload.com/wp-content/uploads/2020/03/English-COVID-19-Meal-Service-Flyer.DCP_.pdf,San Jose,7,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000151,"There will be drive up service as well as walk up service. Parents can get specific service location information on the school website. 18 and younger. Prepackaged Lunch, child must be present.",-13566770.04,4483312.157
141,152,152,152,Downtown College Prep,DCP Alum Rock Middle School,"2888 Ocala Ave, San Jose","Monday through Friday


de lunes a viernes",12:00 p.m. to 1:00 p.m. DCP ARMS 11:00-12:30,"On-going through school closure

En curso hasta el cierre de la escuela",Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://9f8.bcf.myftpupload.com/wp-content/uploads/2020/03/English-COVID-19-Meal-Service-Flyer.DCP_.pdf,San Jose,8,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000152,"There will be drive up service as well as walk up service. Parents can get specific service location information on the school website. 18 and younger. Prepackaged Lunch, child must be present.",-13560183.39,4486838.487
142,153,153,153,Moreland,Moreland Middle,4600 Student Lane,"Monday-Friday


de lunes a viernes",11:00 a.m. to 12:30 p.m.,March 16th through end of May,"Breakfast, and Lunch.  Friday providing meals for the weekend for children and adults",School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.moreland.org/apps/pages/index.jsp?uREC_ID=427292&type=d&pREC_ID=1830860,San Jose,1,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000153,"Please stay in your car and meals will be distributed, based on the number of children in the car. If you cannot drive to the site you can walk by. Meals will be offered on a “first come, first served” basis and the number of meals will be adjusted to the number of children needing food. Families from any Moreland school can access free meals during this period, as long as their children are with the adult at the time of pick-up. Meals are available for any preschool age child - 18 years old  *Dinners will be given for 5 days at Anderson Elementary Mondays during normal Breakfast/Lunch pickup.",-13579248.74,4479356.511
143,154,154,154,Mount Pleasant Elementary,August Boeger Middle School,"1944 Flint Ave, San Jose","Monday through Friday


de lunes a viernes",9:00 a.m.-12:00 p.m.,March 16th-ongoing,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.facebook.com/MountPleasantESD/posts/2523622891232303,San Jose,8,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000154,"We are pleased to be offering FREE, grab and go breakfast and lunches for all of our students.  Please stop by at Mt. Pleasant STEAM Academy or August Boeger Middle School at 7:30 am or 11:30 am. We encourage you to come!",-13558596,4487583.515
144,155,155,155,Cupertino Union,Eisenhower Elementary School,"277 Rodonovan drive, Santa Clara",Monday's and Thursday's,11:00 a.m. to 1:00 p.m.,"On-going Meals through school closure

En curso hasta el cierre de la escuela",Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.cusdk8.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=35&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=27143&PageID=1,Santa Clara,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000155,"Monday |  Pick up meals for 3 days Breakfast and lunch for Monday, Tuesday and Wednesday Thursday  |  Pick up meals for 2 days Breakfast and lunch for Thursday and Friday",-13579767.46,4485131.05
145,156,156,156,Fremont Union HSD,Homestead High School,"21370 Homestead Rd, Cupertino, CA","Monday, Wednesday, Friday 

Lunes, miércoles, viernes",10:30 a.m. to 12:00 p.m.,"On-going during closure. 


En curso hasta el cierre de la escuela",Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.fuhsd.org/departments/food-services,Cupertino,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000156,"Due to demand, the District will be closing the Lynbrook and Monta Vista locations The other 4 locations will continue to be open (Fremont, Homestead, Cupertino and Fair Oaks Park) Meals will be served  3 days a week - Monday, Wednesday and Friday This will reduce the number of trips required to receive and distribute meals Each day (M-W-F) we will provide 2 days' worth of meals Don't forget to bring a bag to help you carry all the meals - the second meal provided on Fridays is for the weekend We will be open every week, even during Spring Break!",-13586431.87,4486230.229
146,157,157,157,Los Altos Elementary,Klein Park,"Ortega and California Ave, Los Altos","Monday through Friday


de lunes a viernes",12:00 p.m.-12:30 p.m.,March 18th through school closure,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.lasdschools.org/,Mountain View,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000157,Free meals are available to all students in the Mountain View Los Altos Union High School District (MVLA) and the Los Altos School District (LASD) age 18 and younger. No IDs required. These pre-prepared grab and go cold meals will include a breakfast and a lunch.,-13592561.17,4495168.171
147,158,158,158,Santa Clara Unified,Montague Elementary,"750 Laurie Ave, Santa Clara","Monday distribution for 5 days
Thursdays: 2:00-3:30 weekend Kid meal distribution ** See instructions for locations

Distribución de lunes por 5 días
",11:00 a.m. to 1:30 p.m.,On-going through closure,Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.santaclarausd.org/site/default.aspx?PageType=3&DomainID=8&ModuleInstanceID=10&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=5881&PageID=9,Santa Clara,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000158,"This meal service provides breakfast and lunch for five days for each child or developmentally disabled adult in at-risk families. In addition, weekend meal distribution is available on Thursdays from 2:00-3:30 at Cabrillo Middle School, 2550 Cabrillo Ave; Don Callejon School, 4176 Lick Mill Blvd; Wilcox High School, 3250 Monroe St.; and Santa Clara Senior Center, 1303 Fremont St. Please visit only one meal site so that we have enough for everyone. Meals will be distributed on a “grab and go” basis, so stay in your car or keep at least six feet between each group. Do not come if sick.",-13575060.85,4493495.846
148,159,159,159,Santa Clara Unified,Wilcox High,"3250 Monroe St, Santa Clara","Monday distribution for 5 days
Thursdays: 2:00-3:30 weekend Kid meal distribution ** See instructions for locations

Distribución de lunes por 5 días
",11:00 a.m. to 1:30 p.m.,On-going through closure,Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.santaclarausd.org/site/default.aspx?PageType=3&DomainID=8&ModuleInstanceID=10&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=5881&PageID=9,Santa Clara,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000159,"This meal service provides breakfast and lunch for five days for each child or developmentally disabled adult in at-risk families. In addition, weekend meal distribution is available on Thursdays from 2:00-3:30 at Cabrillo Middle School, 2550 Cabrillo Ave; Don Callejon School, 4176 Lick Mill Blvd; Wilcox High School, 3250 Monroe St.; and Santa Clara Senior Center, 1303 Fremont St. Please visit only one meal site so that we have enough for everyone. Meals will be distributed on a “grab and go” basis, so stay in your car or keep at least six feet between each group. Do not come if sick.",-13579414.07,4490325.513
149,160,160,160,Summit Public Schools,Summit Denali Middle School,"539 E Weddell Dr., Sunnyvale","Monday through Friday


de lunes a viernes","Denali Middle School – 8:30 am – 10:30 am ; Denali High School, Rainer, and Tahoma  – 10:00 am – 12:00 pm",March 16th-ongoing,Breakfast and Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,,Sunnyvale,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000160,Drive through,-13582681.33,4494580.848
150,161,161,161,Summit Public Schools,Summit Denali,"1133 W Washington Ave., Mountain View",Monday through Friday,"8:30 to 10:30, 10:00 to 12:00",March 16th through April 3rd,Lunch,School,Closed,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,,Mountain View,0,1588782426000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000161,Drive through,-13590204.26,4494782.052
151,162,162,162,Milpitas Unified,Randall Elementary,"1300 Edsel Drive, Milpitas","Monday's and Thursday's 

Lunes y jueves",9:00 a.m. to 12:00 p.m.,March 16th through school closure,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.musd.org/information-and-updates-regarding-novel-coronavirus.html,Milpitas,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000162,Normal week (w/ no holidays)  Monday service: 3 days worth of meals (pick up for Mon-Wed)  Thursday service: 4 days worth of meals (pick up for Thurs-Sunday),-13567811.5,4499205.047
152,163,163,163,Morgan Hill Unified,Live Oak High School,"1505 E Main Ave, Morgan Hill","Mondays 

Los Lunes",11:00 a.m. to 1:00 p.m.,"On-going through school closure

En curso hasta el cierre de la escuela",Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.mhusd.org/covid-19/shelter-in-place-updates,Morgan Hill,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000163,"The children receiving the meals do not need to be present when the meals are picked up. If you cannot drive to the site, you can walk by. We then request you follow the county guidance of “social distancing” and maintain a six foot distance from others. A weeks worth of meals will be distributed at that time.",-13540323.8,4459522.14
153,164,164,164,Los Altos Elementary,Egan Junior High School,"100 Portola Ave, Los Altos","Monday through Friday


de lunes a viernes",12:00 p.m.-12:30 p.m.,March 18th through school closure,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.lasdschools.org/,Los Altos,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000164,Free meals are available to all students in the Mountain View Los Altos Union High School District (MVLA) and the Los Altos School District (LASD) age 18 and younger. No IDs required. These pre-prepared grab and go cold meals will include a breakfast and a lunch.,-13593444.82,4494522.249
154,565,565,565,Loma Prieta Joint Union,Loma Prieta Elementary School,"23800 Summit Rd, Los Gatos",Gift Card to families who qualify for F&R lunch to buy food from the local store,,March 16th though April 3rd,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.loma.k12.ca.us/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=161&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=10036&PageID=1,Outside Santa Clara County,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000565,Staff will be reaching out individually to families that participate in the state-funded school lunch program.,-13574752.66,4456587.697
155,566,566,566,Summit Public Schools,Summit Denali High School,"195 Leota Avenue, Sunnyvale, CA 94086","Monday through Friday


de lunes a viernes","Denali Middle School – 8:30 am – 10:30 am ; Denali High School, Rainer, and Tahoma  – 10:00 am – 12:00 pm",March 16th-ongoing,Breakfast and Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,,Sunnyvale,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000566,Drive through,-13586516.7,4492214.758
156,567,567,567,Santa Clara County Office of Education,County Office of Education,1290 Ridder Park Dr.,Thursday & Friday,11:30-1:30 p.m.,,Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,,San Jose,4,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000567,Drive through. Child and Adult meals,-13569846.06,4492722.889
157,568,568,568,San Jose Unified,Ann Darling Elemengary,"333 N 33rd St., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000568,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13565993.07,4488867.604
158,569,569,569,San Jose Unified,Bret Harte Middle,"7050 Bret Harte Dr., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,10,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000569,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13563652.16,4468615.638
159,570,570,570,San Jose Unified,Empire Elementary,"1060 Empire St., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000570,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13567198.09,4488654.466
