,site_name,address,city,long,lat,county,lat_gmaps,lng_gmaps,hours,zipcode,phone,website,status
582,7 Eleven 2366 18584E,401 Waverley St,Palo Alto,-122.16143999999998,37.447796000000004,Santa Clara,37.4480429,-122.1612056,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",94301,(650) 326-2614,https://www.7-eleven.com/locations/ca/palo-alto/401-waverley-street-18584?yext=18584,OPERATIONAL
583,WALGREENS 2384,2680 Union Ave,San Jose,-121.9332,37.273293,Santa Clara,37.2733655,-121.9323528,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 9:00 AM – 9:00 PM",95124,(408) 371-5426,https://www.walgreens.com/locator/walgreens-2680+union+ave-san+jose-ca-95124/id=2384,OPERATIONAL
584,WALGREEN'S 842,350 N Capitol Ave,San Jose,-121.84423000000001,37.37149,Santa Clara,37.3726294,-121.8433235,"Monday: 7:00 AM – 12:00 AM
Tuesday: 7:00 AM – 12:00 AM
Wednesday: 7:00 AM – 12:00 AM
Thursday: 7:00 AM – 12:00 AM
Friday: 7:00 AM – 12:00 AM
Saturday: 7:00 AM – 12:00 AM
Sunday: 7:00 AM – 12:00 AM",95133,(408) 259-9200,https://www.walgreens.com/locator/walgreens-350+n+capitol+ave-san+jose-ca-95133/id=842,OPERATIONAL
585,WALGREEN'S 900,2105 Morrill Ave,San Jose,-121.87421,37.413895000000004,Santa Clara,37.4136954,-121.8747855,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 8:00 AM – 10:00 PM",95132,(408) 263-5550,https://www.walgreens.com/locator/walgreens-2105+morrill+ave-san+jose-ca-95132/id=900,OPERATIONAL
586,WALGREENS 1179,1795 E Capitol Expy,San Jose,-121.80936000000001,37.309090000000005,Santa Clara,37.3103123,-121.8099373,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM",95121,(408) 238-5890,https://www.walgreens.com/locator/walgreens-1795+e+capitol+expy-san+jose-ca-95121/id=1179,OPERATIONAL
587,WALGREENS 3754,1399 W San Carlos St,San Jose,-121.91355,37.323547,Santa Clara,37.3237775,-121.913375,"Monday: 7:00 AM – 12:00 AM
Tuesday: 7:00 AM – 12:00 AM
Wednesday: 7:00 AM – 12:00 AM
Thursday: 7:00 AM – 12:00 AM
Friday: 7:00 AM – 12:00 AM
Saturday: 8:00 AM – 12:00 AM
Sunday: 8:00 AM – 12:00 AM",95126,(408) 971-3098,https://www.walgreens.com/locator/walgreens-1399+w+san+carlos+st-san+jose-ca-95126/id=3754,OPERATIONAL
588,WALGREENS 2786,14100 Blossom Hill Rd,Los Gatos,-121.91393000000001,37.236198,Santa Clara,37.2352912,-121.9141814,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 9:00 AM – 9:00 PM",95032,(408) 356-1152,https://www.walgreens.com/locator/walgreens-14100+blossom+hill+rd-los+gatos-ca-95032/id=2786,OPERATIONAL
589,WALGREEN'S 3671,342 W Calaveras Blvd,Milpitas,-121.91174,37.426853,Santa Clara,37.4265176,-121.91178,"Monday: 8:00 AM – 12:00 AM
Tuesday: 8:00 AM – 12:00 AM
Wednesday: 8:00 AM – 12:00 AM
Thursday: 8:00 AM – 12:00 AM
Friday: 8:00 AM – 12:00 AM
Saturday: 8:00 AM – 12:00 AM
Sunday: 8:00 AM – 12:00 AM",95035,(408) 263-3963,https://www.walgreens.com/locator/walgreens-342+w+calaveras+blvd-milpitas-ca-95035/id=3671,OPERATIONAL
590,WALGREEN'S 3445,2799 S White Rd,San Jose,-121.79733,37.325641999999995,Santa Clara,37.3256141,-121.7979944,"Monday: 8:00 AM – 12:00 AM
Tuesday: 8:00 AM – 12:00 AM
Wednesday: 8:00 AM – 12:00 AM
Thursday: 8:00 AM – 12:00 AM
Friday: 8:00 AM – 12:00 AM
Saturday: 8:00 AM – 12:00 AM
Sunday: 8:00 AM – 12:00 AM",95148,(408) 528-9349,https://www.walgreens.com/locator/walgreens-2799+s+white+rd-san+jose-ca-95148/id=3445,OPERATIONAL
591,WALGREEN'S 3378,1376 Kooser Rd,San Jose,-121.8886,37.246025,Santa Clara,37.2456561,-121.8896015,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 8:00 AM – 9:00 PM",95118,(408) 448-2503,https://www.walgreens.com/locator/walgreens-1376+kooser+rd-san+jose-ca-95118/id=3378,OPERATIONAL
592,LOS PRIMOS MEAT MARKET 2,1539 S Winchester Blvd,San Jose,-121.94997,37.296001000000004,Santa Clara,37.2956825,-121.9503688,"Monday: 7:00 AM – 9:00 PM
Tuesday: 7:00 AM – 9:00 PM
Wednesday: 7:00 AM – 9:00 PM
Thursday: 7:00 AM – 9:00 PM
Friday: 7:00 AM – 9:00 PM
Saturday: 7:00 AM – 9:00 PM
Sunday: 7:00 AM – 9:00 PM",95128,No formatted_phone_number listed,No website listed,OPERATIONAL
593,Stop N Save 115,1795 Scott Blvd,Santa Clara,-121.9595,37.355461,Santa Clara,37.35547440000001,-121.9591061,"Monday: 6:00 AM – 12:00 AM
Tuesday: 6:00 AM – 12:00 AM
Wednesday: 6:00 AM – 12:00 AM
Thursday: 6:00 AM – 12:00 AM
Friday: 6:00 AM – 1:00 AM
Saturday: 6:00 AM – 1:00 AM
Sunday: 6:00 AM – 12:00 AM",95050,(408) 244-3449,http://www.featherpetro.com/,OPERATIONAL
594,CALIFORNIA STREET MARKET,1595 California St,Mountain View,-122.08941000000002,37.394721999999994,Santa Clara,37.3946736,-122.0894858,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM",94041,(650) 967-5284,http://locations.moneygram.com/ca/mountain-view/301679088,OPERATIONAL
595,Arteaga's Food Center (Lincoln),1003 Lincoln Ave,San Jose,-121.90391000000001,37.312283,Santa Clara,37.3122321,-121.9041544,"Monday: 6:30 AM – 9:00 PM
Tuesday: 6:30 AM – 9:00 PM
Wednesday: 6:30 AM – 9:00 PM
Thursday: 6:30 AM – 9:00 PM
Friday: 6:30 AM – 9:00 PM
Saturday: 6:30 AM – 9:00 PM
Sunday: 6:30 AM – 9:00 PM",95125,(408) 882-0117,https://arteagas.com/,OPERATIONAL
596,LA CANASTA GROCERY,3074 Monterey Hwy,San Jose,-121.84546999999999,37.288071,Santa Clara,37.2879997,-121.8453593,No hours listed,95111,(408) 227-5700,No website listed,CLOSED_PERMANENTLY
597,Medex Drugs,401 E Santa Clara St,San Jose,-121.88184,37.340365999999996,Santa Clara,37.34041499999999,-121.8820176,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 5:00 PM
Sunday: Closed",95113,(408) 292-8244,http://www.medexdrugs.com/,OPERATIONAL
598,Walmart Store 2002,7150 Camino Arroyo,Gilroy,-121.55293999999999,37.007092,Santa Clara,37.0085217,-121.5510939,"Monday: 7:00 AM – 8:30 PM
Tuesday: 7:00 AM – 8:30 PM
Wednesday: 7:00 AM – 8:30 PM
Thursday: 7:00 AM – 8:30 PM
Friday: 7:00 AM – 8:30 PM
Saturday: 7:00 AM – 8:30 PM
Sunday: 7:00 AM – 8:30 PM",95020,(408) 848-8161,https://www.walmart.com/store/2002/gilroy-ca/details,OPERATIONAL
599,7-Eleven 14302B,4630 Pearl Ave,San Jose,-121.86551999999999,37.264793,Santa Clara,37.264867,-121.865152,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95136,(408) 265-6761,https://www.7-eleven.com/locations/ca/san-jose/4630-pearl-ave-14302?yext=14302,OPERATIONAL
600,7-Eleven 18039C,1639 Alum Rock Ave,San Jose,-121.85763999999999,37.351836999999996,Santa Clara,37.35215339999999,-121.8579738,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95116,(408) 259-3730,https://www.7-eleven.com/locations/ca/san-jose/1639-alum-rock-ave-18039?yext=18039,OPERATIONAL
601,7-Eleven 20418C,3861 7 Trees Blvd,San Jose,-121.8332,37.283669,Santa Clara,37.2834256,-121.8333321,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95111,(408) 226-0923,https://www.7-eleven.com/locations/ca/san-jose/3861-seven-trees-blvd-20418?yext=20418,OPERATIONAL
602,Cardenas 204,1745 Story Rd,San Jose,-121.84234,37.340584,Santa Clara,37.341155,-121.843096,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM",95122,(408) 259-3421,https://locations.cardenasmarkets.com/ll/US/CA/San-Jose/1745-Story-Rd,OPERATIONAL
603,C & L Liquor,790 W Hamilton Ave,Campbell,-121.96333999999999,37.294071,Santa Clara,37.2933699,-121.9633282,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 11:00 PM
Sunday: 7:00 AM – 11:00 PM",95008,(669) 300-6535,No website listed,OPERATIONAL
604,Sun Valley Market,16725 Monterey St,Morgan Hill,-121.64782,37.121357,Santa Clara,37.12144070000001,-121.6482629,"Monday: 6:00 AM – 11:00 PM
Tuesday: 6:00 AM – 11:00 PM
Wednesday: 6:00 AM – 11:00 PM
Thursday: 6:00 AM – 11:00 PM
Friday: 6:00 AM – 12:00 AM
Saturday: 6:00 AM – 12:00 AM
Sunday: 7:00 AM – 11:00 PM",95037,(408) 779-1863,https://sunvalleymarket.business.site/,OPERATIONAL
605,Anwar Bazaar & Bakery,2626 Union Ave,San Jose,-121.93338999999999,37.273815,Santa Clara,37.2742105,-121.932682,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 7:00 PM",95124,(408) 559-6175,No website listed,OPERATIONAL
606,7 Eleven Store 2367 14276E,1711 Mckee Road,San Jose,-121.86036999999999,37.358475,Santa Clara,37.3588523,-121.8610379,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95116,(408) 259-0274,https://www.7-eleven.com/locations/ca/san-jose/1711-mckee-rd-14276?yext=14276,OPERATIONAL
607,Apatzingan Market,901 Oakland Rd,San Jose,-121.89108,37.359531,Santa Clara,37.3592837,-121.8913747,"Monday: 8:00 AM – 9:30 PM
Tuesday: 8:00 AM – 9:30 PM
Wednesday: 8:00 AM – 9:30 PM
Thursday: 8:00 AM – 9:30 PM
Friday: 8:00 AM – 9:30 PM
Saturday: 8:00 AM – 9:30 PM
Sunday: 8:00 AM – 9:00 PM",95112,(408) 297-1163,No website listed,OPERATIONAL
608,Quik Stop Market 9070,5 Stewart Ave,San Jose,-121.82681000000001,37.366046999999995,Santa Clara,37.36589779999999,-121.8270383,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95127,(408) 926-3911,http://www.quikstop.com/,OPERATIONAL
609,Letrieu Circle K 1,398 1st St,Gilroy,-121.57677,37.013335999999995,Santa Clara,37.0130612,-121.5766338,"Monday: 6:00 AM – 11:00 PM
Tuesday: 6:00 AM – 11:00 PM
Wednesday: 6:00 AM – 11:00 PM
Thursday: 6:00 AM – 11:00 PM
Friday: 6:00 AM – 11:00 PM
Saturday: 6:00 AM – 11:00 PM
Sunday: 6:00 AM – 11:00 PM",95020,(408) 842-6777,https://www.circlek.com/store-locator/us/gilroy/398-first-st/2655293,OPERATIONAL
610,MERCADO CALIFORNIA,5302 Monterey Hwy,San Jose,-121.80793999999999,37.259113,Santa Clara,37.2593019,-121.8078044,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM",95111,(408) 227-9594,No website listed,OPERATIONAL
611,SAFEWAY 0316,179 Branham Ln,San Jose,-121.83308000000001,37.266068,Santa Clara,37.2672166,-121.8332545,"Monday: 5:00 AM – 11:00 PM
Tuesday: 5:00 AM – 11:00 PM
Wednesday: 5:00 AM – 11:00 PM
Thursday: 5:00 AM – 11:00 PM
Friday: 5:00 AM – 11:00 PM
Saturday: 5:00 AM – 11:00 PM
Sunday: 5:00 AM – 11:00 PM",95136,(408) 227-4961,https://local.safeway.com/safeway/ca/san-jose/179-branham-ln.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
612,Alum Rock Market / Mi Ranchito  Produce,2243 Alum Rock Ave,San Jose,-121.84481000000001,37.358028000000004,Santa Clara,37.3581344,-121.8452117,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:30 AM – 9:00 PM
Saturday: 8:30 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM",95116,(209) 362-9282,No website listed,OPERATIONAL
613,Lucky 766,3270 S White Rd,San Jose,-121.79227,37.315178,Santa Clara,37.31539000000001,-121.790472,"Monday: 6:00 AM – 12:00 AM
Tuesday: 6:00 AM – 12:00 AM
Wednesday: 6:00 AM – 12:00 AM
Thursday: 6:00 AM – 12:00 AM
Friday: 6:00 AM – 12:00 AM
Saturday: 6:00 AM – 12:00 AM
Sunday: 6:00 AM – 12:00 AM",95148,(408) 270-6120,No website listed,OPERATIONAL
614,99 Ranch Market 79,10425 S De Anza Blvd,Cupertino,-122.03242,37.316792,Santa Clara,37.317055,-122.0338548,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM",95014,(408) 517-8899,http://www.99ranch.com/,OPERATIONAL
615,J B Liquor,1096 McLaughlin Ave,San Jose,-121.85383999999999,37.333061,Santa Clara,37.3333369,-121.8536225,No hours listed,95122,(408) 998-3479,No website listed,OPERATIONAL
616,Whole Foods Market 10320,1146 Blossom Hill Rd,San Jose,-121.87742,37.250443,Santa Clara,37.2491894,-121.8767183,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM",95118,(408) 266-3700,http://www.wholefoodsmarket.com/stores/blossomhill,OPERATIONAL
617,Namaste Plaza,10 S Abbott Ave,Milpitas,-121.91396,37.428326,Santa Clara,37.428439,-121.913374,"Monday: 9:00 AM – 10:00 PM
Tuesday: 9:00 AM – 10:00 PM
Wednesday: 9:00 AM – 10:00 PM
Thursday: 9:00 AM – 10:00 PM
Friday: 9:00 AM – 10:00 PM
Saturday: 9:00 AM – 10:00 PM
Sunday: 9:00 AM – 10:00 PM",95035,(408) 493-6786,http://www.namasteplaza.net/,OPERATIONAL
618,Cherry Liquor & Groceries,1443 Bird Ave,San Jose,-121.89055,37.306568,Santa Clara,37.3063617,-121.8915175,"Monday: 8:30 AM – 11:00 PM
Tuesday: 8:30 AM – 11:00 PM
Wednesday: 8:30 AM – 11:00 PM
Thursday: 8:30 AM – 11:00 PM
Friday: 8:30 AM – 12:00 AM
Saturday: 8:30 AM – 12:00 AM
Sunday: 9:00 AM – 11:00 PM",95125,(408) 293-4661,No website listed,OPERATIONAL
619,South Bay Natural Foods,8120 Westwood Dr,Gilroy,-121.59371999999999,37.014175,Santa Clara,37.01440090000001,-121.5932153,"Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 8:00 PM
Wednesday: 10:00 AM – 8:00 PM
Thursday: 10:00 AM – 8:00 PM
Friday: 10:00 AM – 8:00 PM
Saturday: 10:00 AM – 8:00 PM
Sunday: 10:00 AM – 8:00 PM",95020,(408) 842-6645,https://m.facebook.com/profile.php?id=220804621849534&ref=content_filter,OPERATIONAL
620,Baystop,1795 McKee Rd,San Jose,-121.85798999999999,37.360115,Santa Clara,37.3593826,-121.8595214,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95116,(408) 259-2711,No website listed,OPERATIONAL
621,Lee Supermarket Inc.,2889 Senter Rd,San Jose,-121.83853,37.298481,Santa Clara,37.29795319999999,-121.8390065,"Monday: 7:00 AM – 8:30 PM
Tuesday: 7:00 AM – 8:30 PM
Wednesday: 7:00 AM – 8:30 PM
Thursday: 7:00 AM – 8:30 PM
Friday: 7:00 AM – 8:30 PM
Saturday: 7:00 AM – 8:30 PM
Sunday: 7:00 AM – 8:30 PM",95111,(408) 629-9999,No website listed,OPERATIONAL
622,Chevron 1517,825 E Dunne Ave,Morgan Hill,-121.63701,37.130356,Santa Clara,37.130767,-121.6371472,No hours listed,95037,(408) 779-2913,http://www.chevronwithtechron.com/stations/station-finder.aspx,OPERATIONAL
623,7 Eleven 23846G,550 Keyes St,San Jose,-121.86688999999998,37.325035,Santa Clara,37.3247204,-121.8668519,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95112,(408) 320-2705,https://www.7-eleven.com/locations/ca/san-jose/550-keyes-st-23846?yext=23846,OPERATIONAL
624,Lion Market 18,1070 Story Rd,San Jose,-121.85413,37.332275,Santa Clara,37.3315667,-121.8538232,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM",95122,(408) 288-8188,https://www.lionsupermarket.com/,OPERATIONAL
625,FRUITDALE LIQUOR & GROCERY,2169 Fruitdale Ave,San Jose,-121.93098,37.310734000000004,Santa Clara,37.311085,-121.9306722,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 12:00 AM
Sunday: 7:00 AM – 12:00 AM",95128,(408) 295-0332,No website listed,OPERATIONAL
626,7-Eleven 14253C,2577 S King Rd,San Jose,-121.8231,37.319401,Santa Clara,37.3192947,-121.8234375,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95122,(408) 274-1666,https://www.7-eleven.com/locations/ca/san-jose/2577-south-king-rd-14253?yext=14253,OPERATIONAL
627,Safeway 3251,20620 Homestead Rd,Cupertino,-122.03419,37.337521,Santa Clara,37.3362765,-122.0345039,"Monday: 5:00 AM – 11:00 PM
Tuesday: 5:00 AM – 11:00 PM
Wednesday: 5:00 AM – 11:00 PM
Thursday: 5:00 AM – 11:00 PM
Friday: 5:00 AM – 11:00 PM
Saturday: 5:00 AM – 11:00 PM
Sunday: 5:00 AM – 11:00 PM",95014,(408) 253-0112,https://local.safeway.com/safeway/ca/cupertino/20620-w-homestead-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
628,Kaiser San Jose,270 International Cir,San Jose,-121.79956999999999,37.240433,Santa Clara,37.2408076,-121.8002957,No hours listed,95119,(408) 972-6380,https://healthy.kaiserpermanente.org/html/kaiser/index.shtml,OPERATIONAL
629,KUMARS ISLAND MARKET,1440 E Santa Clara St,San Jose,-121.8628,37.349334999999996,Santa Clara,37.3491207,-121.8626799,"Monday: 10:00 AM – 5:00 PM
Tuesday: Closed
Wednesday: 10:00 AM – 5:00 PM
Thursday: 10:00 AM – 5:00 PM
Friday: 10:00 AM – 5:00 PM
Saturday: 10:30 AM – 5:00 PM
Sunday: 10:00 AM – 2:00 PM",95116,(408) 287-0557,http://botm.oceanikapress.com/resources-2/island-specialty-markets/,OPERATIONAL
630,7-ELEVEN #16422 D,370 Leavesley Rd,Gilroy,-121.57003999999999,37.021004,Santa Clara,N,o,No place found,No place found,No place found,No place found,No place found
631,MEL'S MINI MART & LIQUOR,1500 Kiely Blvd,Santa Clara,-121.97768,37.351414,Santa Clara,37.35145099999999,-121.9779084,"Monday: 6:00 AM – 2:00 AM
Tuesday: 6:00 AM – 2:00 AM
Wednesday: 6:00 AM – 2:00 AM
Thursday: 6:00 AM – 2:00 AM
Friday: 6:00 AM – 12:15 AM
Saturday: 6:00 AM – 2:00 AM
Sunday: 6:00 AM – 2:00 AM",95051,(408) 249-2161,No website listed,OPERATIONAL
632,SAFEWAY  1990,3970 Rivermark Plz,Santa Clara,-121.94728,37.395367,Santa Clara,37.3942711,-121.9475807,"Monday: 5:00 AM – 11:00 PM
Tuesday: 5:00 AM – 11:00 PM
Wednesday: 5:00 AM – 11:00 PM
Thursday: 5:00 AM – 11:00 PM
Friday: 5:00 AM – 11:00 PM
Saturday: 5:00 AM – 11:00 PM
Sunday: 5:00 AM – 11:00 PM",95054,(408) 855-0980,https://local.safeway.com/safeway/ca/santa-clara/3970-rivermark-plaza.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
633,Grewal Food & Liqour,601 S 10th St,San Jose,-121.87416999999999,37.331413,Santa Clara,37.3313861,-121.8743667,"Monday: 6:00 AM – 11:00 PM
Tuesday: 6:00 AM – 11:00 PM
Wednesday: 6:00 AM – 11:00 PM
Thursday: 6:00 AM – 11:00 PM
Friday: 6:00 AM – 12:00 AM
Saturday: 6:00 AM – 12:00 AM
Sunday: 6:00 AM – 11:00 PM",95112,(408) 292-5323,No website listed,OPERATIONAL
634,LUNARDI'S MARKET 4,4650 Meridian Ave,San Jose,-121.89848,37.25563,Santa Clara,37.2564532,-121.8976557,"Monday: 7:30 AM – 7:00 PM
Tuesday: 7:30 AM – 7:00 PM
Wednesday: 7:30 AM – 7:00 PM
Thursday: 7:30 AM – 7:00 PM
Friday: 7:30 AM – 7:00 PM
Saturday: 7:30 AM – 7:00 PM
Sunday: 7:30 AM – 7:00 PM",95124,(408) 265-9101,https://www.lunardis.com/,OPERATIONAL
635,Quik Stop Market 6086,1100 Lucretia Ave,San Jose,-121.85711,37.329884,Santa Clara,37.33014,-121.8568609,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",95122,(408) 279-3277,http://www.quikstop.com/,OPERATIONAL
636,TRADER JOE'S 63,5353 Almaden Expressway,San Jose,-121.87567,37.252262,Santa Clara,37.2515399,-121.8793006,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM",95118,(408) 264-8120,https://locations.traderjoes.com/ca/san-jose/63/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
637,TRADER JOE'S  62,5269 Prospect Rd,San Jose,-121.99441999999999,37.292175,Santa Clara,37.2929672,-121.9941504,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM",95129,(408) 446-5055,https://locations.traderjoes.com/ca/san-jose/62/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
638,Trader Joes 68,316 W El Camino Real,Sunnyvale,-122.03563999999999,37.368706,Santa Clara,37.3678921,-122.0358811,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM",94087,(408) 736-7573,https://locations.traderjoes.com/ca/sunnyvale/68/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
639,TRADER JOE'S  73,1875 S Bascom Ave,Campbell,-121.93182,37.289539000000005,Santa Clara,37.2879599,-121.9332823,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM",95008,(408) 369-7823,https://locations.traderjoes.com/ca/campbell/73/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
